Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
Cholinergic synapse_Homo sapiens_hsa04725	1/111	0.186254843036470829620299127782345749437808990478515625	0.2080182361488496223245192595641128718852996826171875	0.341604801186695061776532611474976874887943267822265625	0.381183466434949824730438194819726049900054931640625	0.7942424325606929	-1.3348351405470378	PIK3R1
Thyroid hormone signaling pathway_Homo sapiens_hsa04919	1/118	0.1967942786112979181023519004156696610152721405029296875	0.2159005192531715244808054876557434909045696258544921875	0.358724566155949109447220735091832466423511505126953125	0.39355219393808005268198257908807136118412017822265625	0.8755116103866695	-1.4232284930090227	PIK3R1
Choline metabolism in cancer_Homo sapiens_hsa05231	1/101	0.1709647599488428870717626750774797983467578887939453125	0.1951415946890832919802249989515985362231731414794921875	0.31638378215458440312346510836505331099033355712890625	0.36112492306533372499188772053457796573638916015625	0.834854241493917	-1.4746012316839432	PIK3R1
Serotonergic synapse_Homo sapiens_hsa04726	1/112	0.187768673337899649755655673288856633007526397705078125	0.2080182361488496223245192595641128718852996826171875	0.344077111295264470580690385759226046502590179443359375	0.381183466434949824730438194819726049900054931640625	0.8996915902549326	-1.5047742522499392	ARAF
Phosphatidylinositol signaling system_Homo sapiens_hsa04070	1/98	0.166323477926149598804528295659110881388187408447265625	0.1917811531189275997544285701223998330533504486083984375	0.308638058516068458647652050785836763679981231689453125	0.355878577676691232323236135925981216132640838623046875	0.9003193357025848	-1.6150114831406155	PIK3R1
NF-kappa B signaling pathway_Homo sapiens_hsa04064	1/93	0.158531769091296848017691445420496165752410888671875	0.184681339250686027408931977333850227296352386474609375	0.29554063796017138177063543480471707880496978759765625	0.344289609170096599921606639327364973723888397216796875	0.9608254984523882	-1.7696486623208352	TLR4
Rheumatoid arthritis_Homo sapiens_hsa05323	1/90	0.1538227820655019006945707360500819049775600433349609375	0.1810622330562678683474331364777754060924053192138671875	0.287568015703014545625393338923458941280841827392578125	0.33849151848375669260349241085350513458251953125	0.945655820560582	-1.7702242952309586	TLR4
Small cell lung cancer_Homo sapiens_hsa05222	1/86	0.1475042308599718021699942482882761396467685699462890625	0.1754524009176506582630139519096701405942440032958984375	0.2768027971768745043590342902461998164653778076171875	0.329249642957755994654434061885694973170757293701171875	1.042312661899229	-1.9948805565644105	PIK3R1
Prolactin signaling pathway_Homo sapiens_hsa04917	1/72	0.125025728415968873097341429456719197332859039306640625	0.1572690280111821714559283691414748318493366241455078125	0.2378791417296499677291876650997437536716461181640625	0.29892215130804189460178577064652927219867706298828125	1.0042941056743697	-2.088164193501922	PIK3R1
B cell receptor signaling pathway_Homo sapiens_hsa04662	1/73	0.1266502791948458106485730922941002063453197479248046875	0.1572690280111821714559283691414748318493366241455078125	0.2407249183100160505599518501185229979455471038818359375	0.29892215130804189460178577064652927219867706298828125	1.0331625660405006	-2.1348503605006486	PIK3R1
Fc epsilon RI signaling pathway_Homo sapiens_hsa04664	1/68	0.11849807282664380492231970265493146143853664398193359375	0.152162298061485790068303458610898815095424652099609375	0.2263931370390704078676691324290004558861255645751953125	0.2907093691524427203631830707308836281299591064453125	1.035889575412352	-2.209405970513906	PIK3R1
Leishmaniasis_Homo sapiens_hsa05140	1/73	0.1266502791948458106485730922941002063453197479248046875	0.1572690280111821714559283691414748318493366241455078125	0.2407249183100160505599518501185229979455471038818359375	0.29892215130804189460178577064652927219867706298828125	1.0761872885985473	-2.2237534503749727	TLR4
Central carbon metabolism in cancer_Homo sapiens_hsa05230	1/67	0.1168587698848400358020427347582881338894367218017578125	0.152162298061485790068303458610898815095424652099609375	0.223495733058175993779315149367903359234333038330078125	0.2907093691524427203631830707308836281299591064453125	1.0425334410852622	-2.2380994989245937	PIK3R1
Bacterial invasion of epithelial cells_Homo sapiens_hsa05100	1/78	0.134729112527251171371744931093417108058929443359375	0.1619615927189295978561034416998154483735561370849609375	0.254801219675288737054330567843862809240818023681640625	0.30630359386497474361021886579692363739013671875	1.122630533812277	-2.2503006574445954	PIK3R1
Adherens junction_Homo sapiens_hsa04520	1/74	0.1282718950816405800718911223157192580401897430419921875	0.1575513493937541753542319611369748599827289581298828125	0.243560475924588015761429460326326079666614532470703125	0.299155801950852673343206333811394870281219482421875	1.1891497305421712	-2.442041558282043	IGF1R
Pertussis_Homo sapiens_hsa05133	1/75	0.129890581202368571300809207968995906412601470947265625	0.157824039525458592603257557129836641252040863037109375	0.2463858498104826433294789467254304327070713043212890625	0.29937205407080147434584205257124267518520355224609375	1.2243615460916946	-2.4989988862852814	TLR4
VEGF signaling pathway_Homo sapiens_hsa04370	1/61	0.1069604829006693125226234997171559371054172515869140625	0.143887316283043242837180741844349540770053863525390625	0.2058909536400973794290081286817439831793308258056640625	0.276972354301559586797765177834662608802318572998046875	1.1741382923778465	-2.6245464304633916	PIK3R1
Epithelial cell signaling in Helicobacter pylori infection_Homo sapiens_hsa05120	1/68	0.11849807282664380492231970265493146143853664398193359375	0.152162298061485790068303458610898815095424652099609375	0.2263931370390704078676691324290004558861255645751953125	0.2907093691524427203631830707308836281299591064453125	1.2329503479508852	-2.6297087303205244	PAK1
Inflammatory bowel disease (IBD)_Homo sapiens_hsa05321	1/65	0.1135712607249600158976221564444131217896938323974609375	0.1509829701402409518617986350363935343921184539794921875	0.217669590566294812727932139750919304788112640380859375	0.28937251451754486542000677218311466276645660400390625	1.29264630949675	-2.811925563401835	TLR4
Regulation of lipolysis in adipocytes_Homo sapiens_hsa04923	1/56	0.09862952800391418251013675444482942111790180206298828125	0.1342787549932807633634723742943606339395046234130859375	0.190927730656423710886571143419132567942142486572265625	0.259937753785251579596859983212198130786418914794921875	1.2661540146649193	-2.9328996475669395	PIK3R1
Legionellosis_Homo sapiens_hsa05134	1/55	0.09695428651542518927453073729338939301669597625732421875	0.1336077362956469005705884001145022921264171600341796875	0.1879027264865384960756955479155294597148895263671875	0.2589391230851079139796411254792474210262298583984375	1.490696354110937	-3.4785633232933817	TLR4
Malaria_Homo sapiens_hsa05144	1/49	0.08683903734832031096058102548340684734284877777099609375	0.122660140254502447731965730781666934490203857421875	0.1695230408064038185589339491343707777559757232666015625	0.2424823241914383642470198765295208431780338287353515625	1.7165284070607356	-4.194678785075962	TLR4
Ovarian steroidogenesis_Homo sapiens_hsa04913	1/50	0.0885325341912037711011862484156154096126556396484375	0.12350835016797563625789990737757761962711811065673828125	0.172613851129713002929833010057336650788784027099609375	0.2438170647207196228833936402224935591220855712890625	1.7313637737518939	-4.197492668288477	IGF1R
Carbohydrate digestion and absorption_Homo sapiens_hsa04973	1/45	0.0800343830563403357825080775000969879329204559326171875	0.114479560574258953931092719358275644481182098388671875	0.157048411668089749060328585983370430767536163330078125	0.2275188528012069555384044861057191155850887298583984375	1.9295665048409842	-4.872732265613224	PIK3R1
Bladder cancer_Homo sapiens_hsa05219	1/41	0.07318040251912301397130278246550005860626697540283203125	0.10601776262385771698593117662312579341232776641845703125	0.14439371150764823692469462912413291633129119873046875	0.211902459744990279144616351914010010659694671630859375	2.040144160022405	-5.334625296384949	ARAF
Aldosterone-regulated sodium reabsorption_Homo sapiens_hsa04960	1/39	0.06973480637706074014570134522728039883077144622802734375	0.10233809247542680065379272491554729640483856201171875	0.1379980567332257102020065531178261153399944305419921875	0.208272115541240421254798320660484023392200469970703125	2.1128429253546073	-5.626618420350868	PIK3R1
