Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
negative regulation of leukocyte differentiation (GO:1902106)	2/74	0.00827231985113498040351753815002666669897735118865966796875	0.0565829887672984199742387545484234578907489776611328125	0.01401404295621635175128627537333159125410020351409912109375	0.09750947535921965225735874582824180833995342254638671875	-1.8627168204416182	8.931429669275401	PIK3R1;TLR4
positive regulation of peptidyl-serine phosphorylation (GO:0033138)	2/78	0.0091547496071524743499470133656359394080936908721923828125	0.05921978652126756725859735297490260563790798187255859375	0.01544679773230235413083999418404346215538680553436279296875	0.10229989375168624388123816970619373023509979248046875	-1.8954192139341979	8.896116819068553	PAK1;ARAF
positive regulation of cell cycle (GO:0045787)	3/278	0.01456972967304241174668621994214845472015440464019775390625	0.0720559946534529982553607396766892634332180023193359375	0.0286943428355267877993828307126022991724312305450439453125	0.1187945793390809134937313729096786119043827056884765625	-2.1034413547526514	8.895052179175835	SRPK2;ROCK2;IGF1R
leukocyte mediated immunity (GO:0002443)	2/70	0.007430745357918413541986613068957012728787958621978759765625	0.053501366577012578196193004487213329412043094635009765625	0.01264294096301008842042623570023351931013166904449462890625	0.09303644875576112804882455975530319847166538238525390625	-1.8050257622351007	8.848469329621373	PRKCD;IL6R
toll-like receptor TLR1:TLR2 signaling pathway (GO:0038123)	2/71	0.007637274912151405074911547643523590522818267345428466796875	0.054048407070609948144035428185816272161900997161865234375	0.01297986916471412233153870374735561199486255645751953125	0.09303644875576112804882455975530319847166538238525390625	-1.8114810569659388	8.830452841402309	RPS6KA1;TLR4
cellular response to peptide (GO:1901653)	3/273	0.01388198261673459325826751609156417543999850749969482421875	0.0720559946534529982553607396766892634332180023193359375	0.0274027882359168771519986051998785114847123622894287109375	0.1187945793390809134937313729096786119043827056884765625	-2.063338721138846	8.825237054393039	PAK1;PIK3R1;IGF1R
negative regulation of MAP kinase activity (GO:0043407)	2/74	0.00827231985113498040351753815002666669897735118865966796875	0.0565829887672984199742387545484234578907489776611328125	0.01401404295621635175128627537333159125410020351409912109375	0.09750947535921965225735874582824180833995342254638671875	-1.839482957927169	8.820027009077046	PRKCD;DUSP8
toll-like receptor TLR6:TLR2 signaling pathway (GO:0038124)	2/71	0.007637274912151405074911547643523590522818267345428466796875	0.054048407070609948144035428185816272161900997161865234375	0.01297986916471412233153870374735561199486255645751953125	0.09303644875576112804882455975530319847166538238525390625	-1.8082172046494762	8.814542493429862	RPS6KA1;TLR4
actin cytoskeleton organization (GO:0030036)	3/253	0.0113209888003945428891494628942382405512034893035888671875	0.06420396388168959911357802639031433500349521636962890625	0.022559396808761011943289531700429506599903106689453125	0.11329170186870445025117959403360146097838878631591796875	-1.9638752689163068	8.800315301294008	PAK1;ROCK1;ROCK2
toll-like receptor 2 signaling pathway (GO:0034134)	2/73	0.0080580718728278134810327770765070454217493534088134765625	0.0565430805991646578956277835459331981837749481201171875	0.01366543948473585533276430936666656634770333766937255859375	0.09670926404582298741008372644500923343002796173095703125	-1.8206467908522335	8.777485601594766	RPS6KA1;TLR4
neurotrophin TRK receptor signaling pathway (GO:0048011)	3/274	0.01401800287917648150937122153436575899831950664520263671875	0.0720559946534529982553607396766892634332180023193359375	0.02765851908095340316862120744190178811550140380859375	0.1187945793390809134937313729096786119043827056884765625	-2.0342171741165065	8.680844519729368	RPS6KA1;PRKCD;PIK3R1
TRIF-dependent toll-like receptor signaling pathway (GO:0035666)	2/76	0.0087084664239249660877550951454395544715225696563720703125	0.05768488159207897647551277486854814924299716949462890625	0.0147227903912685136045279676864083739928901195526123046875	0.1007476896195894922048097441802383400499820709228515625	-1.8073062552064592	8.57288416004519	RPS6KA1;TLR4
regulation of tumor necrosis factor production (GO:0032680)	2/78	0.0091547496071524743499470133656359394080936908721923828125	0.05921978652126756725859735297490260563790798187255859375	0.01544679773230235413083999418404346215538680553436279296875	0.10229989375168624388123816970619373023509979248046875	-1.822118041030854	8.552079050363352	PIK3R1;TLR4
neurotrophin signaling pathway (GO:0038179)	3/278	0.01456972967304241174668621994214845472015440464019775390625	0.0720559946534529982553607396766892634332180023193359375	0.0286943428355267877993828307126022991724312305450439453125	0.1187945793390809134937313729096786119043827056884765625	-2.021650158816262	8.549172816289138	RPS6KA1;PRKCD;PIK3R1
MyD88-dependent toll-like receptor signaling pathway (GO:0002755)	2/82	0.01007741941193464156600878567360268789343535900115966796875	0.0618081723931991344755942918709479272365570068359375	0.0169399851614615293282639640892739407718181610107421875	0.10467393816186676414048406513757072389125823974609375	-1.843798222851727	8.476785000361007	RPS6KA1;TLR4
regulation of tumor necrosis factor superfamily cytokine production (GO:1903555)	2/80	0.009611092702875238813486902245131204836070537567138671875	0.059834471864516521055765707615137216635048389434814453125	0.0161859129813866665925647936319364816881716251373291015625	0.1030918149891396906614460249329567886888980865478515625	-1.823127304474227	8.46812981164681	PIK3R1;TLR4
regulation of hemostasis (GO:1900046)	2/79	0.0093816684446468290303755566128529608249664306640625	0.059297873833340265792291035040761926211416721343994140625	0.0158144763287630905901348654651883407495915889739990234375	0.10229989375168624388123816970619373023509979248046875	-1.8024757873118078	8.415755231755636	PRKCD;TLR4
regulation of blood coagulation (GO:0030193)	2/79	0.0093816684446468290303755566128529608249664306640625	0.059297873833340265792291035040761926211416721343994140625	0.0158144763287630905901348654651883407495915889739990234375	0.10229989375168624388123816970619373023509979248046875	-1.7992382401505551	8.40063913163814	PRKCD;TLR4
regulation of interleukin-6 production (GO:0032675)	2/84	0.010553653835544928030198974511222331784665584564208984375	0.06197464805554042666102532166405580937862396240234375	0.017708864319837959444559061239488073624670505523681640625	0.10625318591902775666735436743692844174802303314208984375	-1.8439733249111425	8.392444711464682	IL6R;TLR4
MyD88-independent toll-like receptor signaling pathway (GO:0002756)	2/79	0.0093816684446468290303755566128529608249664306640625	0.059297873833340265792291035040761926211416721343994140625	0.0158144763287630905901348654651883407495915889739990234375	0.10229989375168624388123816970619373023509979248046875	-1.7920056720053872	8.366870287898218	RPS6KA1;TLR4
toll-like receptor 3 signaling pathway (GO:0034138)	2/80	0.009611092702875238813486902245131204836070537567138671875	0.059834471864516521055765707615137216635048389434814453125	0.0161859129813866665925647936319364816881716251373291015625	0.1030918149891396906614460249329567886888980865478515625	-1.8009769396498827	8.365244969624229	RPS6KA1;TLR4
positive regulation of ossification (GO:0045778)	2/83	0.01031430288694558557172076262986593064852058887481689453125	0.061836697355990156987903816343532525934278964996337890625	0.0173225832009778757392126635750173591077327728271484375	0.1046941524847422033683841391393798403441905975341796875	-1.8123216241299471	8.289964556290958	BMPR1B;IL6R
myeloid leukocyte activation (GO:0002274)	2/86	0.0110397204752814316608411360220998176373541355133056640625	0.0630406107140208671335557255588355474174022674560546875	0.0184924015161607481483319048720659338869154453277587890625	0.10936934610986499827323115141552989371120929718017578125	-1.8203061488707823	8.202764700103968	PRKCD;TLR4
lymphocyte proliferation (GO:0046651)	2/81	0.00984301285862938975246283490605492261238396167755126953125	0.06082100482794876306069653537633712403476238250732421875	0.0165610888502704389768638293389813043177127838134765625	0.10441136041862673911051473396582878194749355316162109375	-1.7644344510618426	8.153440005957007	PRKCD;TLR4
regulation of coagulation (GO:0050818)	2/85	0.01079546283165954724536650388699854374863207340240478515625	0.0623583556296636587479298441394348628818988800048828125	0.0180988099318312549435017189125574077479541301727294921875	0.10781161599680777474219439682201482355594635009765625	-1.7992161551362311	8.147983071494146	PRKCD;TLR4
mononuclear cell proliferation (GO:0032943)	2/83	0.01031430288694558557172076262986593064852058887481689453125	0.061836697355990156987903816343532525934278964996337890625	0.0173225832009778757392126635750173591077327728271484375	0.1046941524847422033683841391393798403441905975341796875	-1.767569715656122	8.08525931515999	PRKCD;TLR4
stress-activated MAPK cascade (GO:0051403)	2/89	0.0117870916590152863268059491019812412559986114501953125	0.06550142210513192064791354596309247426688671112060546875	0.019694867802010414259417103721716557629406452178955078125	0.11327589504939526710014519039759761653840541839599609375	-1.8143175153476763	8.056931002473702	MAP4K2;RPS6KA1
stress-activated protein kinase signaling cascade (GO:0031098)	2/91	0.0122974111229209905060688612365993321873247623443603515625	0.06705218048997850510684060054700239561498165130615234375	0.0205144050779419474805909118231284082867205142974853515625	0.11327589504939526710014519039759761653840541839599609375	-1.828735982651683	8.043451113739392	MAP4K2;RPS6KA1
regulation of peptidyl-serine phosphorylation (GO:0033135)	2/98	0.01415841858760556910834527144515959662385284900665283203125	0.0720559946534529982553607396766892634332180023193359375	0.0234932290876631484632941493373436969704926013946533203125	0.11329170186870445025117959403360146097838878631591796875	-1.8641023691881682	7.936314949025382	PAK1;ARAF
regulation of myeloid leukocyte differentiation (GO:0002761)	2/98	0.01415841858760556910834527144515959662385284900665283203125	0.0720559946534529982553607396766892634332180023193359375	0.0234932290876631484632941493373436969704926013946533203125	0.11329170186870445025117959403360146097838878631591796875	-1.840806054828746	7.837132151468831	PIK3R1;TLR4
leukocyte proliferation (GO:0070661)	2/89	0.0117870916590152863268059491019812412559986114501953125	0.06550142210513192064791354596309247426688671112060546875	0.019694867802010414259417103721716557629406452178955078125	0.11327589504939526710014519039759761653840541839599609375	-1.745158213374444	7.749811813321854	PRKCD;TLR4
adaptive immune response (GO:0002250)	2/91	0.0122974111229209905060688612365993321873247623443603515625	0.06705218048997850510684060054700239561498165130615234375	0.0205144050779419474805909118231284082867205142974853515625	0.11327589504939526710014519039759761653840541839599609375	-1.749519347199639	7.6950273168119	PRKCD;TLR4
regulation of actin filament polymerization (GO:0030833)	2/104	0.0158445073318516198301875164133889484219253063201904296875	0.07479420076706257136667232998661347664892673492431640625	0.0261797671705504553241183884892961941659450531005859375	0.116542189339869761699475247951340861618518829345703125	-1.8558410452865388	7.692335639433027	PRKCD;PAK3
immune response-regulating cell surface receptor signaling pathway (GO:0002768)	3/444	0.048412208645692268726978824133766465820372104644775390625	0.118837450559136303951390800648368895053863525390625	0.08906817543564014838519682371043018065392971038818359375	0.1887507299837241081519323415705002844333648681640625	-2.5188607080505414	7.627118416123639	PAK1;PRKCD;PIK3R1
T cell receptor signaling pathway (GO:0050852)	2/99	0.01443366439852875222904504681764592532999813556671142578125	0.0720559946534529982553607396766892634332180023193359375	0.0239325610387162990289056097026332281529903411865234375	0.11454428057836470167263343000740860588848590850830078125	-1.7985408958716378	7.622561628215196	PAK1;PIK3R1
toll-like receptor 4 signaling pathway (GO:0034142)	2/97	0.01388550144949021215856621580542196170426905155181884765625	0.0720559946534529982553607396766892634332180023193359375	0.0230573079594682817106132688422803767025470733642578125	0.11329170186870445025117959403360146097838878631591796875	-1.7622416378380916	7.536948961529884	RPS6KA1;TLR4
positive regulation of lipid metabolic process (GO:0045834)	2/103	0.01555775355907083878914676233762293122708797454833984375	0.07479420076706257136667232998661347664892673492431640625	0.025723644792357079624789406580021022818982601165771484375	0.1157304205240818617550502267476986162364482879638671875	-1.7999479553622515	7.493536386201849	PRKCD;IGF1R
actin filament-based process (GO:0030029)	3/303	0.0182970703325529247817993194757946184836328029632568359375	0.0767000692794358174264601757386117242276668548583984375	0.03563429171135497341982301122698117978870868682861328125	0.13171961400447285139847508617094717919826507568359375	-1.8638874129642486	7.457440235856192	PAK1;ROCK1;ROCK2
lymphocyte activation (GO:0046649)	3/304	0.0184562285337869121104592551319001358933746814727783203125	0.0767000692794358174264601757386117242276668548583984375	0.0359285267994653156886641909295576624572277069091796875	0.132216978622032355072946074869832955300807952880859375	-1.8314553844078048	7.311817086126393	PRKCD;PIK3R1;TLR4
regulation of epithelial cell differentiation (GO:0030856)	2/109	0.0173122183884166606915311348302566329948604106903076171875	0.07665517019042243640480904787182225845754146575927734375	0.028509620450322188667247047533237491734325885772705078125	0.1187945793390809134937313729096786119043827056884765625	-1.7918916836726	7.2685268605289375	ROCK1;ROCK2
regulation of osteoblast differentiation (GO:0045667)	2/106	0.0164248299944122454208095263084032922051846981048583984375	0.07479420076706257136667232998661347664892673492431640625	0.0271019119281643468266640439878756296820938587188720703125	0.1187945793390809134937313729096786119043827056884765625	-1.7574643023018335	7.221352391428559	BMPR1B;IL6R
positive regulation of cytokine production (GO:0001819)	3/327	0.022331942296971114825243631685225409455597400665283203125	0.08366899647914970150619495825594640336930751800537109375	0.04304542456951380990926026015586103312671184539794921875	0.1403213052895961876487262998125515878200531005859375	-1.8835239299204547	7.160663058163113	PIK3R1;TLR4;IL6R
positive regulation of cell growth (GO:0030307)	2/107	0.0167183810739717185478436789480838342569768428802490234375	0.07482605150945180472188411613387870602309703826904296875	0.02756789976697292254836924030314548872411251068115234375	0.1187945793390809134937313729096786119043827056884765625	-1.73648517527496	7.104388898654702	CDKL5;RPS6KA1
axonogenesis (GO:0007409)	2/109	0.0173122183884166606915311348302566329948604106903076171875	0.07665517019042243640480904787182225845754146575927734375	0.028509620450322188667247047533237491734325885772705078125	0.1187945793390809134937313729096786119043827056884765625	-1.7485461909253466	7.092702684778234	PAK3;IGF1R
regulation of wound healing (GO:0061041)	2/107	0.0167183810739717185478436789480838342569768428802490234375	0.07482605150945180472188411613387870602309703826904296875	0.02756789976697292254836924030314548872411251068115234375	0.1187945793390809134937313729096786119043827056884765625	-1.729315724610339	7.075056908703726	PRKCD;TLR4
regulation of lipid biosynthetic process (GO:0046890)	2/113	0.01852658678247241785808085978715098462998867034912109375	0.0767000692794358174264601757386117242276668548583984375	0.0304315644689503728148594063895870931446552276611328125	0.1190788495010465519730047390112304128706455230712890625	-1.762675218354222	7.030515519176292	PRKCD;IGF1R
regulation of lymphocyte activation (GO:0051249)	3/344	0.0254622726615214116374641406537193688564002513885498046875	0.090581312190600893341496657740208320319652557373046875	0.04873116161550784808387248858707607723772525787353515625	0.14587327581360864936499410760006867349147796630859375	-1.9045886414226885	6.990901980932135	PAK1;PIK3R1;TLR4
defense response to other organism (GO:0098542)	3/328	0.022509821846952250690154784251717501319944858551025390625	0.0839555517534975870308500134342466481029987335205078125	0.0433699463641956939330412978961248882114887237548828125	0.14039318060528260811992140588699840009212493896484375	-1.814385930791719	6.883423764425074	PRKCD;TLR4;IL6R
synapse organization (GO:0050808)	2/111	0.0179149770553785094018284240746652358211576938629150390625	0.0767000692794358174264601757386117242276668548583984375	0.0294642206215542414027286355349133373238146305084228515625	0.1190788495010465519730047390112304128706455230712890625	-1.711299492423775	6.883048849487711	PAK1;PAK3
negative regulation of cell adhesion (GO:0007162)	2/115	0.0191469776457640732114651171968944254331290721893310546875	0.07887411686911767472185630367675912566483020782470703125	0.031411517112952751229482117878433200530707836151123046875	0.12210674257992899793823227128086728043854236602783203125	-1.7273893942182175	6.832879454515393	PRKCD;PIK3R1
regulation of apoptotic signaling pathway (GO:2001233)	3/356	0.02780800220181556259291255628340877592563629150390625	0.09321872802875823260659871039024437777698040008544921875	0.052958425032023692669014280909323133528232574462890625	0.151731248108502858595869611235684715211391448974609375	-1.8933109783471678	6.782656794824244	PPP2R1B;PRKCD;BMPR1B
regulation of actin polymerization or depolymerization (GO:0008064)	2/122	0.0213864963219811653194479816875173128210008144378662109375	0.08273032139471532542263076948074740357697010040283203125	0.034938720052515311043084267339509096927940845489501953125	0.130908144925180547346599269076250493526458740234375	-1.7481007056715177	6.721439467679654	PRKCD;PAK3
regulation of sequence-specific DNA binding transcription factor activity (GO:0051090)	3/338	0.02433163491945479484090952837505028583109378814697265625	0.08797639176117279247169022937669069506227970123291015625	0.04668360136504130786239130657122586853802204132080078125	0.14477161771630786546438685036264359951019287109375	-1.7995854506990907	6.687219812131496	TLR4;IL6R;IGF1R
regulation of actin filament length (GO:0030832)	2/123	0.0217149669999251344887358783353192848153412342071533203125	0.08273032139471532542263076948074740357697010040283203125	0.03545475046328021295760635211991029791533946990966796875	0.1316436474600718165017809724304242990911006927490234375	-1.743846303690518	6.678501542021592	PRKCD;PAK3
negative regulation of protein serine/threonine kinase activity (GO:0071901)	2/118	0.02009387653323239930625021543164621107280254364013671875	0.081062804802435051154674283679923973977565765380859375	0.03290479481260376315443494377177557907998561859130859375	0.1261350467816477749494197269086726009845733642578125	-1.6883579930564416	6.596988991436073	PRKCD;DUSP8
regulation of protein polymerization (GO:0032271)	2/127	0.023049857678443301522985819929090212099254131317138671875	0.08444815114049138149443507472824421711266040802001953125	0.037548580755250020313251724246583762578666210174560546875	0.13229882921424263031440204940736293792724609375	-1.746187177182088	6.58329274020193	PRKCD;PAK3
regulation of dephosphorylation (GO:0035303)	2/126	0.0227130007216754629950639099433828960172832012176513671875	0.0839569848104789462350794337908155284821987152099609375	0.037020699177184306083443487978001940064132213592529296875	0.13229882921424263031440204940736293792724609375	-1.7364810839802673	6.572264515003234	NUAK1;PRKCD
toll-like receptor signaling pathway (GO:0002224)	2/122	0.0213864963219811653194479816875173128210008144378662109375	0.08273032139471532542263076948074740357697010040283203125	0.034938720052515311043084267339509096927940845489501953125	0.130908144925180547346599269076250493526458740234375	-1.6843295963984548	6.476239835086965	RPS6KA1;TLR4
negative regulation of hydrolase activity (GO:0051346)	3/354	0.027409232004464094412110597431819769553840160369873046875	0.09225546381990352984292513838227023370563983917236328125	0.05224172610861617382926880281956982798874378204345703125	0.151245276985783883016978279556497000157833099365234375	-1.7856443295323299	6.422740140381414	PXK;RPS6KA1;LEPR
antigen receptor-mediated signaling pathway (GO:0050851)	2/127	0.023049857678443301522985819929090212099254131317138671875	0.08444815114049138149443507472824421711266040802001953125	0.037548580755250020313251724246583762578666210174560546875	0.13229882921424263031440204940736293792724609375	-1.6698908712034608	6.295648366324509	PAK1;PIK3R1
response to peptide hormone (GO:0043434)	3/364	0.029434307878702097027723283417799393646419048309326171875	0.0937369497060205336680382970371283590793609619140625	0.055873416799485910166911395435818121768534183502197265625	0.1552456010401823405242538456150214187800884246826171875	-1.779460505300923	6.2736559041185815	PAK1;PIK3R1;IGF1R
inositol lipid-mediated signaling (GO:0048017)	2/136	0.02617396586760671606253225718319299630820751190185546875	0.09183069380668797132560854379335069097578525543212890625	0.042429124580253586851430469550905399955809116363525390625	0.1394099807636903498586633531886036507785320281982421875	-1.7043622059084094	6.208974526031016	PIK3R1;IGF1R
phosphatidylinositol-mediated signaling (GO:0048015)	2/136	0.02617396586760671606253225718319299630820751190185546875	0.09183069380668797132560854379335069097578525543212890625	0.042429124580253586851430469550905399955809116363525390625	0.1394099807636903498586633531886036507785320281982421875	-1.7017214998270909	6.1993544601008965	PIK3R1;IGF1R
positive regulation of NF-kappaB transcription factor activity (GO:0051092)	2/126	0.0227130007216754629950639099433828960172832012176513671875	0.0839569848104789462350794337908155284821987152099609375	0.037020699177184306083443487978001940064132213592529296875	0.13229882921424263031440204940736293792724609375	-1.6156822078196884	6.1150627783608416	TLR4;IL6R
positive regulation of peptidyl-tyrosine phosphorylation (GO:0050731)	2/139	0.02725164723570812352893000252151978202164173126220703125	0.09225546381990352984292513838227023370563983917236328125	0.044106589371498618190603480115896672941744327545166015625	0.14039318060528260811992140588699840009212493896484375	-1.6645826995952415	5.996894398610115	TNK2;IL6R
regulation of leukocyte activation (GO:0002694)	3/390	0.035063664108127771956713303325159358792006969451904296875	0.103319266482312432930967815991607494652271270751953125	0.0658705608486913340993140764112467877566814422607421875	0.16577758171038425860643883424927480518817901611328125	-1.7893667910249411	5.995434289003469	PAK1;PIK3R1;TLR4
response to peptide (GO:1901652)	3/384	0.033718057419101367389036028043847181834280490875244140625	0.101154172257304109106001988038769923150539398193359375	0.0634934868290596698958694332759478129446506500244140625	0.1632689661318677265544607735137105919420719146728515625	-1.742965164408922	5.908166938912471	PAK1;PIK3R1;IGF1R
leukocyte activation (GO:0045321)	3/373	0.03132352712316176235329834298681817017495632171630859375	0.09713812905609715830923533985696849413216114044189453125	0.059244145124237541921718985804545809514820575714111328125	0.1603076868067604132672698824535473249852657318115234375	-1.699023223887798	5.884372904965534	PRKCD;PIK3R1;TLR4
inflammatory response (GO:0006954)	3/376	0.031967268705444022713901830456961761228740215301513671875	0.09839739214909908049389031248210812918841838836669921875	0.060389009559526467263435023369311238639056682586669921875	0.160778456319253748585396124326507560908794403076171875	-1.7075777017037221	5.879263030366632	PXK;BMPR1B;IL6R
pattern recognition receptor signaling pathway (GO:0002221)	2/142	0.028347115732619519723467504945801920257508754730224609375	0.09336139877226685979128006920291227288544178009033203125	0.04580866451305294628770781173443538136780261993408203125	0.144769367239724555673774375463835895061492919921875	-1.644817191930647	5.860861949332795	RPS6KA1;TLR4
innate immune response-activating signal transduction (GO:0002758)	2/144	0.02908720175939101537654352114259381778538227081298828125	0.09336139877226685979128006920291227288544178009033203125	0.046956849915952891816317560369498096406459808349609375	0.1450756407851081786208879975674790330231189727783203125	-1.639326990157551	5.799048742570508	RPS6KA1;TLR4
neuron projection development (GO:0031175)	2/137	0.0265312030718601217504915013023492065258324146270751953125	0.09225546381990352984292513838227023370563983917236328125	0.042985519397473991032310181026332429610192775726318359375	0.1403213052895961876487262998125515878200531005859375	-1.5946267047465517	5.787592003596918	PAK1;PAK3
insulin receptor signaling pathway (GO:0008286)	2/148	0.0305905413014334014165651609573615132831037044525146484375	0.0964994690753940009830813551161554642021656036376953125	0.049285001011224204015004346501882537268102169036865234375	0.1462651642913750660301985817568493075668811798095703125	-1.6371797932059888	5.708951415205921	PIK3R1;IGF1R
cellular response to organonitrogen compound (GO:0071417)	3/411	0.039991484094630998236130636769303237088024616241455078125	0.10964552592832606248141047444732976146042346954345703125	0.07451262233872014972835273738382966257631778717041015625	0.1784337970046123711398422528873197734355926513671875	-1.771124598929849	5.7014072627058745	PAK1;PIK3R1;IGF1R
regulation of extrinsic apoptotic signaling pathway (GO:2001236)	2/161	0.03568418616564696110859955524574615992605686187744140625	0.10385365579189405338400575828927685506641864776611328125	0.05713375387961834583894216166299884207546710968017578125	0.15699470613984278788421988792833872139453887939453125	-1.6502736040168577	5.500440562481548	PPP2R1B;BMPR1B
regulation of myeloid cell differentiation (GO:0045637)	2/156	0.0336881103109160917608022600688855163753032684326171875	0.101154172257304109106001988038769923150539398193359375	0.05406508686760348736388692714172066189348697662353515625	0.153307849062930434680396274416125379502773284912109375	-1.6123581788455255	5.466878270476945	PIK3R1;TLR4
activation of innate immune response (GO:0002218)	2/151	0.0317380663519339079048364737900556065142154693603515625	0.0980564139529898348701664190230076201260089874267578125	0.051058450694454672602606848386130877770483493804931640625	0.14888208841806116478068133801571093499660491943359375	-1.5824574534037383	5.459855610135698	RPS6KA1;TLR4
regulation of cellular component size (GO:0032535)	2/165	0.037313541453910713252550834795329137705266475677490234375	0.10617048908535418882959078246130957268178462982177734375	0.059632144725611145597010676056015654467046260833740234375	0.1604571510608831796940165759224328212440013885498046875	-1.6290727972628913	5.357041319254904	PRKCD;PAK3
cellular response to nitrogen compound (GO:1901699)	3/438	0.0468203587335901671995230799439013935625553131103515625	0.1181161655930022258420564185144030489027500152587890625	0.08633594126727374418184268733966746367514133453369140625	0.186652104900079829352677052156650461256504058837890625	-1.7153120825679355	5.251320141951743	PAK1;PIK3R1;IGF1R
Ras protein signal transduction (GO:0007265)	2/148	0.0305905413014334014165651609573615132831037044525146484375	0.0964994690753940009830813551161554642021656036376953125	0.049285001011224204015004346501882537268102169036865234375	0.1462651642913750660301985817568493075668811798095703125	-1.5051410361476707	5.248523762666923	ROCK1;RRAS2
Fc-epsilon receptor signaling pathway (GO:0038095)	2/295	0.103162742951369679200723794565419666469097137451171875	0.1731913769633711963624733698452473618090152740478515625	0.156751485838329485122955020415247417986392974853515625	0.250926314918512749496670721782720647752285003662109375	-2.2448644293418374	5.099091716139499	PAK1;PIK3R1
intrinsic apoptotic signaling pathway (GO:0097193)	2/170	0.039390053767684014840444461924562347121536731719970703125	0.10964552592832606248141047444732976146042346954345703125	0.0628079737913034563678849053758312948048114776611328125	0.1620093529570070522982661032074247486889362335205078125	-1.5511248374203892	5.016712998694571	PRKCD;PIK3R1
positive regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043123)	2/168	0.038554192652460135548597719434837927110493183135986328125	0.1078475389062060474376636420856812037527561187744140625	0.061530694452129226779124593349479255266487598419189453125	0.1612367231758930763430015531412209384143352508544921875	-1.5207139304720003	4.950973784225822	MAP3K3;TLR4
cellular component morphogenesis (GO:0032989)	3/437	0.04655765878115945832771416235118522308766841888427734375	0.1181161655930022258420564185144030489027500152587890625	0.08588420508491818872176537524865125305950641632080078125	0.186645989003444257026131936072488315403461456298828125	-1.6133349027128763	4.948201014036425	PAK1;PAK3;IGF1R
regulation of ossification (GO:0030278)	2/173	0.040656836003496642228949298214502050541341304779052734375	0.1111018488808423188007878934513428248465061187744140625	0.06474098594739062517700034504741779528558254241943359375	0.163431513306217801595465743957902304828166961669921875	-1.5412616898256557	4.93602663929008	BMPR1B;IL6R
regulation of neuron apoptotic process (GO:0043523)	2/188	0.047217935762419969980552281185737228952348232269287109375	0.1181161655930022258420564185144030489027500152587890625	0.0747015489669919652282459310299600474536418914794921875	0.1784337970046123711398422528873197734355926513671875	-1.5660387778025067	4.781087359915968	SRPK2;ROCK1
negative regulation of cytokine production (GO:0001818)	2/185	0.04587608046209874779197690486398641951382160186767578125	0.1181161655930022258420564185144030489027500152587890625	0.07267123510409852216174186878561158664524555206298828125	0.176456840663324288076552193160750903189182281494140625	-1.547447082301838	4.768940090977018	TLR4;IL6R
regulation of angiogenesis (GO:0045765)	2/179	0.043236431436912088621671301780224894173443317413330078125	0.11432331650960030067221140370747889392077922821044921875	0.0686671956499375901739057326267356984317302703857421875	0.17074005404849346145823574261157773435115814208984375	-1.5060704922753805	4.730675580454537	ROCK1;ROCK2
small GTPase mediated signal transduction (GO:0007264)	3/439	0.047083805048996070496958310513946344144642353057861328125	0.1181161655930022258420564185144030489027500152587890625	0.08678872027358784657646850746459676884114742279052734375	0.186652104900079829352677052156650461256504058837890625	-1.5419025604515384	4.711786209593398	ROCK1;TNK2;RRAS2
cellular response to hormone stimulus (GO:0032870)	3/462	0.05334747802671489791404013658393523655831813812255859375	0.1254171171006677465431522477956605143845081329345703125	0.0974849937033235025563016051819431595504283905029296875	0.193104245900363291621459893576684407889842987060546875	-1.5939235898515325	4.6716761951902255	PAK1;PIK3R1;IGF1R
positive regulation of T cell activation (GO:0050870)	2/189	0.04766843688287701608086166515931836329400539398193359375	0.1185269241412077179109729740957845933735370635986328125	0.075382425138012021381683780418825335800647735595703125	0.1784337970046123711398422528873197734355926513671875	-1.4856178797222077	4.521456922166264	PAK1;PIK3R1
positive regulation of innate immune response (GO:0045089)	2/190	0.0481205341523212315468782662719604559242725372314453125	0.118837450559136303951390800648368895053863525390625	0.07606533225379229212759213396566337905824184417724609375	0.1789264065515341339818178312270902097225189208984375	-1.489359005304361	4.518784160820677	RPS6KA1;TLR4
positive regulation of growth (GO:0045927)	2/189	0.04766843688287701608086166515931836329400539398193359375	0.1185269241412077179109729740957845933735370635986328125	0.075382425138012021381683780418825335800647735595703125	0.1784337970046123711398422528873197734355926513671875	-1.4836872998376172	4.51558122970044	CDKL5;RPS6KA1
response to other organism (GO:0051707)	3/462	0.05334747802671489791404013658393523655831813812255859375	0.1254171171006677465431522477956605143845081329345703125	0.0974849937033235025563016051819431595504283905029296875	0.193104245900363291621459893576684407889842987060546875	-1.5281633447079481	4.478937613627623	PRKCD;IL6R;TLR4
epidermal growth factor receptor signaling pathway (GO:0007173)	2/193	0.049486332108606957691510075392216094769537448883056640625	0.1201603606625412379305117838157457299530506134033203125	0.0781261112293940296336103301655384711921215057373046875	0.1817090452189276950090146556249237619340419769287109375	-1.4830375990618188	4.458098175788099	PRKCD;PIK3R1
ERBB signaling pathway (GO:0038127)	2/196	0.0508662414734189216591886406604317016899585723876953125	0.1217261501155805503149309743093908764421939849853515625	0.08020470968704658532022477857026387937366962432861328125	0.18345165641125571465153143435600213706493377685546875	-1.4767784085113642	4.398666905521208	PRKCD;PIK3R1
